"infer_lambda_a_pun","infer_lambda_a_rew","infer_lambda_K","infer_lambda_omega_f","infer_lambda_omega_p","infer_mu_a_pun","infer_mu_a_rew","infer_mu_K","infer_mu_omega_f","infer_mu_omega_p","true_lambda_a_pun","true_lambda_a_rew","true_lambda_K","true_lambda_omega_f","true_lambda_omega_p","true_mu_a_pun","true_mu_a_rew","true_mu_K","true_mu_omega_f","true_mu_omega_p"
100.995649063152,21.4112807409877,0.0119413687322109,66.506301227672,7.54148917159863,0.880193732355818,0.534064761857765,2.5252123818712,0.102114885621023,-0.0848582562240985,0.0469339069677517,0.173614255851135,0.235867790528573,0.087247772491537,0.473455466679297,0.824499090667814,0.537841011071578,0.466721428092569,-0.0689319605007768,-1.21783811133355
18.9121540387764,45.9500188045106,0.704386214544773,21.1899084847535,5.22769617590586,0.489464201914012,0.547553026580708,2.02371690470818,1.50952162463945,0.218192717340663,0.306556087452918,0.209747888962738,0.113680082722567,0.0365279965335503,0.43556770007126,0.379912676755339,0.52904615807347,1.12200135784224,1.55624422617257,-0.499220629222691
25.9497034960766,7.3445010376277,1.4518419982079,41.480814982608,15.8960899443175,0.860616312301769,0.860998737620168,2.17121533100705,0.164128041122904,0.129230230963332,0.241914142854512,0.369858309975825,0.253233733936213,0.194650429533795,0.259616852039471,0.882557121338323,0.892846467206255,1.43317973986268,-0.0450022853910923,-0.175100944004953
17.1201299870219,283.377199399843,0.00202397407369199,36.5055379180955,5.78680811865189,0.444880956599441,0.223156108991725,0.318712027620282,1.56834919573266,0.0383175584397457,0.367205488844775,0.0137815435882658,0.253586420672946,0.0673797802301124,0.0807396582094952,0.382221644977108,0.209544388344511,1.41093158023432,1.59888756275177,0.0251078531146049
68.0745689412487,31.966186083451,0.23997499183865,25.535379751431,0.74127286797837,0.380536201297658,0.30124233414993,2.22550551043174,0.239071856685394,2.00646206095011,0.0767272779485211,0.263466970296577,0.0763916926225647,0.225986600737087,0.193159057293087,0.360631817020476,0.276555489748716,1.50125880772248,-1.22004920989275,1.92374764569104
7.35102521606101,11.7339660635405,0.00372025680727306,56.9846198059253,9.21004795995789,0.715319188495384,0.509105905719585,2.31992270569233,0.0623774865718313,0.0065870652605946,0.461834303569049,0.396040454157628,0.11189084907528,0.195478389738128,0.0451713699148968,0.573533629300073,0.482168398797512,0.561731964349747,-1.79935175832361,-1.81052478775382
31.756347265136,37.7418549479972,0.605152105798774,36.0299573553773,5.16785589334413,0.389741126882648,0.639957620862568,1.32726529866149,0.432622855971239,0.609597436597562,0.222872794722207,0.0916440712753683,0.407156425178982,0.43325165216811,0.0648524959105998,0.380105037707835,0.590309879975393,1.71280337171629,-0.889484792016447,0.915235623717308
11.783658570881,8.32808050904535,0.00443352016303938,28.9300805588671,10.2993515666777,0.501136021695397,0.536902663147873,2.41295997135622,0.151570458377799,0.0407277602746653,0.339275277336128,0.476230999338441,0.151970728882588,0.337165249977261,0.202379195485264,0.407648365478963,0.334058183943853,0.967172835953534,-0.384437198750675,-1.04115450754762
28.3273367341516,9.86901407208689,0.00428756438561728,27.107272499725,10.0580129438136,0.274597262623608,0.859289549138593,2.58214111899132,0.850911594703395,0.224646966163019,0.342247204505838,0.389565548626706,0.303436493850313,0.0176689330255613,0.197147643542849,0.037624190794304,0.8589960958343,0.558393828570843,0.67484141420573,0.23743933904916
15.1107270501548,5.60633779482389,0.606609220696865,10.2119986384118,0.992800944032858,0.358627879402373,0.974924445290417,0.353121643358745,0.351264409250114,1.74469401688279,0.315940585569479,0.491790131200105,0.182382422848605,0.377273555030115,0.276732511003502,0.32083337334916,0.772397761698812,0.426224254071712,-0.420114212669432,1.92715427931398
