"infer_lambda_a_pun","infer_lambda_a_rew","infer_lambda_K","infer_lambda_omega_f","infer_lambda_omega_p","infer_mu_a_pun","infer_mu_a_rew","infer_mu_K","infer_mu_omega_f","infer_mu_omega_p","true_lambda_a_pun","true_lambda_a_rew","true_lambda_K","true_lambda_omega_f","true_lambda_omega_p","true_mu_a_pun","true_mu_a_rew","true_mu_K","true_mu_omega_f","true_mu_omega_p"
11.5299339936856,66.4116469840696,-0.15199842933352,26.8116300231171,2.64682947373783,0.857962088024099,0.736214515276391,1.50267385192672,0.378908714498075,0.15395583830981,0.280887941480614,0.116460982011631,0.0210607368499041,0.488464764435776,0.17808023840189,0.855640853988007,0.703298075823113,0.956864964216948,-0.0317537896335125,0.252482389099896
55.5645932340042,33.6605184464027,0.000504306017296702,7.12647950541248,1.94621334401245,0.827607127142066,0.231502964329142,0.291146262997025,1.61398657581532,-0.0396880605166772,0.130663624149747,0.296661708969623,0.187897552736104,0.467932259314694,0.138162939809263,0.820092204259709,0.00694749993272126,1.28464566636831,1.5721816541627,-0.857366357930005
31.1098968621133,10.1469243714873,0.255986225966787,29.1137679677835,1.74878276428349,0.653519523778125,0.709967907816056,2.06315300866064,0.0447958098526843,1.29023182145647,0.179602786782198,0.284347637090832,0.429563060053624,0.00397196400444955,0.0633244139607996,0.645782537991181,0.712629319867119,1.2970188097097,-0.0298411026597023,1.21172882243991
22.4417736697745,59.5382438857131,0.000435760445113426,41.6208468117088,21.1546810523024,0.523489427026341,0.643287579502699,2.62885461587945,0.0107550837283446,0.0073289407599087,0.240096790133975,0.063324511051178,0.426317384815775,0.0212587997084484,0.0924035966163501,0.555882563814521,0.620228289626539,0.605936447158456,-1.42203113716096,-1.19133132603019
102.889032886927,51.1881304532261,0.0217521572138202,21.7356521486539,4.00649868451837,0.14762241862416,0.718536280567309,2.37576849972693,0.889039875336783,0.599345463442807,0.124662279500626,0.107266484526917,0.03415516926907,0.069766239146702,0.026787496637553,0.120019079186022,0.690495706861839,0.240948772057891,0.49179345741868,0.703641474246979
11.6350692232022,128.885608378028,0.170682733563165,5.04538237513106,1.7384580886095,0.666899677759431,0.232041435941659,2.10255353096877,1.43011349635137,1.116932780811,0.256520632654428,0.0670018072705716,0.329780793865211,0.466307072318159,0.463094570441172,0.661591539857909,0.22041480941698,0.434780802577734,1.36202646233141,0.908303590491414
80.4621031366247,21.0686550553049,0.144745585540858,1.86425865217701,1.17341049496133,0.194676957450496,0.314795790375116,2.02027572705705,1.42096228520015,1.24906435211727,0.119522846536711,0.278905673883855,0.448661094182171,0.457955698482692,0.205571839935146,0.172882308717817,0.0948054348118603,0.15816236846149,1.21070205885917,1.04025477357209
8.67117704816529,144.536999965696,0.00272662233531046,38.4676193636222,12.5453119561991,0.859368378422111,0.476969321750781,2.64659981113156,1.17905008758646,-0.0177004868823862,0.423483282676898,0.0859455210156739,0.115017656818964,0.189012864255346,0.21414943470154,0.804731808835641,0.512246001744643,0.467099009547383,1.18747392110527,-1.31047983746976
19.5056996318786,5.659907501459,0.284927266442938,38.0616493964192,0.809419296002202,0.426186779720745,0.834789705715552,2.4125463804851,0.333876300498212,2.17366152590793,0.386253032833338,0.450368997990154,0.0526707674143836,0.011261789361015,0.495829321676865,0.36829015542753,0.76420144806616,1.43683928996325,0.212410999462008,1.69736651983112
5.74809163548184,32.8112107805625,0.135522734309067,4.88739745008544,1.18996206343759,0.980003918815681,0.669175662533322,2.76451891449262,0.758952024349689,0.0839262254888523,0.434751845779829,0.17848652927205,0.382665133336559,0.483238087268546,0.144574341946281,0.96409459435381,0.657096777576953,0.102450735867023,0.700651521794498,-1.69029180239886
