"trial","deck","subjID","gain","loss"
34,4,"326",50,0
35,4,"326",60,-250
36,2,"326",120,0
37,1,"326",80,-200
38,2,"326",130,0
39,2,"326",110,0
40,3,"326",45,0
41,4,"326",55,0
42,2,"326",90,0
43,4,"326",40,0
44,3,"326",50,-50
45,3,"326",45,0
46,4,"326",60,0
47,3,"326",60,-50
48,4,"326",40,0
49,4,"326",45,0
50,2,"326",100,0
51,4,"326",55,0
52,4,"326",65,0
53,4,"326",70,0
54,3,"326",40,-50
55,2,"326",120,0
56,4,"326",50,0
57,4,"326",70,-275
58,3,"326",55,0
59,4,"326",60,0
60,4,"326",55,0
61,3,"326",55,-25
62,4,"326",65,0
63,4,"326",80,0
64,4,"326",40,0
65,3,"326",65,-75
66,4,"326",80,0
67,4,"326",40,0
68,4,"326",65,0
69,4,"326",55,-300
70,2,"326",120,-1750
71,4,"326",60,0
72,3,"326",45,0
73,1,"326",120,0
74,4,"326",65,0
75,3,"326",70,-25
76,4,"326",75,0
77,4,"326",60,0
78,1,"326",110,-250
79,4,"326",65,0
80,4,"326",75,-325
81,4,"326",85,0
82,3,"326",40,0
83,4,"326",45,0
84,3,"326",50,-25
85,3,"326",60,-75
86,4,"326",55,0
87,4,"326",70,0
88,3,"326",70,0
89,4,"326",55,0
90,4,"326",70,0
91,4,"326",80,0
92,3,"326",40,-50
93,4,"326",65,0
94,4,"326",70,0
95,3,"326",60,0
96,3,"326",65,-25
97,3,"326",55,0
98,4,"326",80,-350
99,3,"326",80,-50
100,3,"326",40,-25
1,1,"327",100,0
2,1,"327",120,0
3,1,"327",80,-150
4,2,"327",100,0
5,2,"327",80,0
6,3,"327",50,0
7,4,"327",50,0
8,2,"327",110,0
9,3,"327",60,0
10,4,"327",40,0
11,2,"327",120,0
12,3,"327",40,-50
13,4,"327",45,0
14,1,"327",90,0
15,1,"327",110,-300
16,2,"327",90,0
17,2,"327",100,0
18,3,"327",55,0
19,3,"327",55,-50
20,4,"327",45,0
21,4,"327",55,0
22,2,"327",90,0
23,2,"327",120,0
24,3,"327",45,0
25,3,"327",50,-50
26,1,"327",100,0
27,1,"327",80,-200
28,2,"327",110,-1250
29,3,"327",45,0
30,4,"327",60,0
31,4,"327",40,0
32,3,"327",60,-50
33,4,"327",55,0
34,4,"327",50,0
35,4,"327",60,-250
36,1,"327",120,0
37,1,"327",110,-250
38,2,"327",80,0
39,3,"327",40,-50
40,2,"327",110,0
41,4,"327",55,0
42,2,"327",100,0
43,4,"327",40,0
44,1,"327",90,-350
45,2,"327",90,0
46,4,"327",60,0
47,2,"327",130,-1500
48,1,"327",110,0
49,1,"327",130,-350
50,2,"327",120,0
51,2,"327",130,0
52,3,"327",55,0
53,2,"327",110,0
54,4,"327",40,0
55,2,"327",90,0
56,1,"327",90,0
57,2,"327",100,0
58,3,"327",55,-25
59,2,"327",120,0
60,4,"327",45,0
61,2,"327",120,-1750
62,1,"327",100,-250
63,2,"327",110,0
64,2,"327",140,0
65,3,"327",65,-75
66,4,"327",55,0
67,4,"327",65,0
68,4,"327",70,0
69,3,"327",45,0
70,2,"327",130,0
71,3,"327",70,-25
72,2,"327",100,0
73,2,"327",110,0
74,4,"327",50,0
75,2,"327",120,0
76,4,"327",70,-275
77,1,"327",120,-200
78,2,"327",120,0
79,3,"327",40,0
80,4,"327",60,0
81,3,"327",50,-25
82,2,"327",140,0
83,3,"327",60,-75
84,4,"327",55,0
85,2,"327",110,0
86,4,"327",65,0
87,4,"327",80,0
88,3,"327",70,0
89,2,"327",130,0
90,4,"327",40,0
91,3,"327",40,-50
92,2,"327",140,-2000
93,2,"327",120,0
94,4,"327",80,0
95,4,"327",40,0
96,4,"327",65,0
97,3,"327",60,0
98,2,"327",110,0
99,1,"327",110,0
100,3,"327",65,-25
1,3,"328",50,0
2,1,"328",100,0
3,3,"328",60,0
4,2,"328",100,0
5,1,"328",120,0
6,2,"328",80,0
7,3,"328",40,-50
8,3,"328",55,0
9,4,"328",50,0
10,1,"328",80,-150
11,1,"328",90,0
12,1,"328",110,-300
13,3,"328",55,-50
14,2,"328",110,0
15,4,"328",40,0
16,4,"328",45,0
17,4,"328",45,0
18,1,"328",100,0
19,1,"328",80,-200
20,1,"328",120,0
21,2,"328",120,0
22,3,"328",45,0
23,3,"328",50,-50
24,4,"328",55,0
25,4,"328",60,0
26,1,"328",110,-250
27,1,"328",90,-350
28,1,"328",110,0
29,1,"328",130,-350
30,2,"328",90,0
31,2,"328",100,0
32,3,"328",45,0
33,2,"328",90,0
34,4,"328",40,0
35,2,"328",120,0
36,3,"328",60,-50
37,2,"328",110,-1250
38,4,"328",55,0
39,3,"328",40,-50
40,2,"328",80,0
41,1,"328",90,0
42,3,"328",55,0
43,2,"328",110,0
44,1,"328",100,-250
45,4,"328",50,0
46,3,"328",55,-25
47,2,"328",100,0
48,1,"328",120,-200
49,2,"328",90,0
50,3,"328",65,-75
51,4,"328",60,-250
52,3,"328",45,0
53,2,"328",130,-1500
54,3,"328",70,-25
55,2,"328",120,0
56,1,"328",110,0
57,3,"328",40,0
58,4,"328",55,0
59,2,"328",130,0
60,1,"328",90,-300
61,2,"328",110,0
62,3,"328",50,-25
63,1,"328",130,-150
64,1,"328",120,-250
65,1,"328",100,0
66,2,"328",90,0
67,2,"328",100,0
68,3,"328",60,-75
69,1,"328",120,-250
70,4,"328",40,0
71,4,"328",60,0
72,1,"328",140,-300
73,1,"328",110,0
74,2,"328",120,0
75,3,"328",70,0
76,1,"328",110,-350
77,1,"328",100,0
78,1,"328",120,-200
79,3,"328",40,-50
80,1,"328",130,-250
81,4,"328",40,0
82,3,"328",60,0
83,4,"328",45,0
84,3,"328",65,-25
85,1,"328",110,-150
86,2,"328",120,-1750
87,2,"328",110,0
88,1,"328",140,-250
89,4,"328",55,0
90,3,"328",55,0
91,2,"328",140,0
92,1,"328",120,0
93,3,"328",80,-50
94,1,"328",130,-350
95,1,"328",120,-200
96,1,"328",140,-250
97,1,"328",130,-250
98,1,"328",110,-150
99,1,"328",150,0
100,1,"328",140,-150
1,4,"329",50,0
2,3,"329",50,0
3,4,"329",40,0
4,3,"329",60,0
5,3,"329",40,-50
6,4,"329",45,0
7,4,"329",45,0
8,4,"329",55,0
9,4,"329",60,0
10,4,"329",40,0
11,4,"329",55,0
12,4,"329",50,0
13,4,"329",60,-250
14,2,"329",100,0
15,1,"329",100,0
16,2,"329",80,0
17,1,"329",120,0
18,2,"329",110,0
19,1,"329",80,-150
20,2,"329",120,0
21,2,"329",90,0
22,3,"329",55,0
23,4,"329",55,0
24,2,"329",100,0
25,1,"329",90,0
26,4,"329",40,0
27,3,"329",55,-50
28,2,"329",90,0
29,1,"329",110,-300
