"sub_id","Losses_1","Losses_2","Losses_3","Losses_4","Losses_5","Losses_6","Losses_7","Losses_8","Losses_9","Losses_10","Losses_11","Losses_12","Losses_13","Losses_14","Losses_15","Losses_16","Losses_17","Losses_18","Losses_19","Losses_20","Losses_21","Losses_22","Losses_23","Losses_24","Losses_25","Losses_26","Losses_27","Losses_28","Losses_29","Losses_30","Losses_31","Losses_32","Losses_33","Losses_34","Losses_35","Losses_36","Losses_37","Losses_38","Losses_39","Losses_40","Losses_41","Losses_42","Losses_43","Losses_44","Losses_45","Losses_46","Losses_47","Losses_48","Losses_49","Losses_50","Losses_51","Losses_52","Losses_53","Losses_54","Losses_55","Losses_56","Losses_57","Losses_58","Losses_59","Losses_60","Losses_61","Losses_62","Losses_63","Losses_64","Losses_65","Losses_66","Losses_67","Losses_68","Losses_69","Losses_70","Losses_71","Losses_72","Losses_73","Losses_74","Losses_75","Losses_76","Losses_77","Losses_78","Losses_79","Losses_80","Losses_81","Losses_82","Losses_83","Losses_84","Losses_85","Losses_86","Losses_87","Losses_88","Losses_89","Losses_90","Losses_91","Losses_92","Losses_93","Losses_94","Losses_95","Losses_96","Losses_97","Losses_98","Losses_99","Losses_100","age"
"370",0,0,0,0,0,0,0,-150,0,0,0,-300,0,-50,0,0,0,0,-200,0,0,-50,0,0,0,0,0,-50,-250,-350,0,0,-250,0,0,0,0,-350,0,-50,0,-250,-1250,0,-50,0,-200,0,0,0,0,0,0,-300,0,0,-150,-25,-1500,-250,0,-250,0,0,0,0,-75,-300,0,0,0,-25,0,0,0,0,-275,-350,0,0,-1750,0,0,0,-25,-200,0,0,0,-75,-250,0,0,0,0,-150,0,-50,0,0,1
"371",0,0,0,0,0,0,-50,0,0,0,-150,0,0,0,0,0,-50,0,0,0,-50,0,0,0,0,0,0,-250,0,-50,0,-1250,-300,0,-50,0,0,0,-200,0,0,0,0,-1500,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,-325,0,-250,-350,0,0,-25,0,0,0,0,0,0,0,0,0,-350,-75,0,0,0,0,0,-350,0,-250,-200,0,-300,0,-25,0,-1750,0,0,1
"372",0,0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,-1250,-300,0,0,-200,0,0,0,0,0,-50,0,-250,0,0,0,0,-250,0,-50,-350,0,0,0,0,0,-50,0,-350,0,-250,-1500,0,-50,0,0,0,0,0,-200,0,0,-275,-50,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,0,0,-150,-300,-25,0,0,0,0,-250,0,-250,-300,0,-350,0,0,-325,-75,0,-25,-200,-250,-150,-250,0,1
"373",0,0,0,0,0,0,0,0,-150,0,0,-50,0,0,0,0,-300,0,0,-50,0,0,-200,0,0,-50,0,0,0,-250,0,0,0,-350,-250,0,0,0,-50,-1250,0,0,-50,-350,0,0,0,0,-250,0,0,0,0,-25,-200,0,0,-1500,0,0,0,0,0,0,0,0,0,-1750,-300,-150,-275,-75,-250,0,0,0,0,0,0,0,0,-250,0,-25,-300,0,0,0,-25,0,-350,0,0,0,0,-75,0,0,-200,0,1
"374",0,0,0,0,0,0,-150,0,0,0,-300,0,0,0,0,0,-1250,0,0,0,0,-50,-200,0,0,0,0,0,-1500,-50,0,-50,0,0,-50,0,0,0,0,0,0,-250,-250,0,0,0,-50,0,-350,0,0,0,0,0,0,0,-25,0,0,-350,0,0,0,-275,-75,-1750,0,-250,-200,0,0,0,-25,0,0,0,0,0,0,0,0,0,-300,-300,0,0,0,0,0,-25,-150,-250,0,0,0,0,-75,0,-250,-325,1
"375",0,0,0,0,0,0,0,0,0,-50,0,-150,0,0,0,0,0,-50,0,-300,0,0,0,0,0,-50,0,-200,0,0,0,0,0,-50,-1250,-250,-350,0,0,0,0,-1500,-250,0,0,0,0,0,0,0,-50,0,-25,0,0,0,0,0,0,0,0,-75,0,-275,-350,0,-25,-1750,0,0,0,0,0,-25,0,0,-250,-75,0,0,0,0,0,0,-50,0,-200,0,0,0,0,0,-25,-300,0,0,-300,0,-50,0,1
"376",0,0,0,0,0,0,0,-150,0,0,0,0,0,-300,0,0,0,0,-1250,0,0,-50,0,-200,0,0,-1500,0,0,0,-250,-50,0,0,0,-350,0,0,0,0,0,-50,-350,0,-1750,0,0,0,0,-50,0,-250,0,-50,0,0,0,-200,0,0,-300,-150,-250,0,0,0,0,0,-250,0,-25,0,-75,-250,-300,0,0,0,-25,-2000,-350,0,0,0,0,0,0,0,0,0,-200,0,0,-25,-75,0,0,0,0,0,1
"377",0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,-1250,-50,0,0,0,0,0,0,0,-250,0,-50,0,-50,0,0,0,0,0,-50,-50,0,-25,-75,0,-25,0,-25,-1500,0,-300,0,-200,-75,0,-50,0,-25,0,-50,-25,-50,0,-25,-75,-50,-25,0,-25,-25,-25,0,-75,-25,-50,-75,-25,0,-25,-25,-25,-25,-75,-25,-50,-75,-25,-25,-25,-25,-25,-25,-75,-25,-50,-75,0,0,0,0,0,0,0,0,0,1
"378",0,0,-150,0,0,0,0,-300,0,0,0,0,0,-50,0,0,0,0,0,0,0,-200,0,-50,0,0,0,-1250,0,0,0,-250,0,0,0,-50,0,0,-250,0,0,0,0,-1500,0,0,0,-50,0,-350,0,0,0,0,0,0,0,0,-1750,-275,-50,0,0,0,-350,0,0,0,0,0,-25,0,0,0,0,0,0,0,-300,0,0,0,0,0,-2000,0,0,0,0,-75,0,-250,0,0,0,0,0,-325,0,0,1
"379",0,0,0,0,0,0,0,0,0,-250,0,0,-50,0,0,0,0,0,0,0,0,-1250,0,0,-150,0,0,0,0,0,-50,0,-300,0,0,0,0,-50,0,0,0,0,0,-200,0,0,-275,0,0,-250,-1500,0,0,0,0,0,0,0,-300,0,0,0,-350,0,0,-325,0,0,-50,-50,0,0,0,-350,0,-250,0,-200,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,1
"380",0,0,0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,-300,-50,-250,0,-50,0,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,-50,-200,0,0,0,-50,0,0,0,0,0,-250,-350,0,0,-300,-1500,0,-25,-75,0,-25,0,0,0,0,0,0,0,0,-325,-350,0,0,-25,0,0,0,0,0,-75,0,0,0,0,0,0,-350,0,0,0,0,0,0,1
"381",0,0,0,0,0,0,0,0,0,-150,0,-300,0,0,0,0,0,-50,0,-50,0,-1250,0,0,0,0,-1500,-200,0,-50,0,-50,-50,0,-25,-75,0,0,0,0,0,-25,0,0,0,-25,0,-75,-250,0,0,0,0,0,0,0,0,0,-275,0,0,0,-50,0,0,0,0,-25,0,0,0,-50,-25,-50,0,0,-25,-300,0,0,0,0,0,-325,0,0,0,-75,0,0,0,0,0,0,0,0,-50,-25,-350,-250,1
"382",0,0,-150,0,0,0,0,0,0,0,-300,0,-200,0,0,-50,0,-50,0,0,0,0,-250,-350,-50,0,-350,0,0,0,-1250,0,0,0,0,-1500,0,-250,0,0,0,0,0,0,-250,0,0,0,0,-200,0,-300,-150,0,-50,0,-250,0,-250,-300,0,-350,0,0,-50,0,0,0,0,-25,-200,-250,0,0,-75,-1750,-150,0,-250,0,0,0,0,-25,0,0,-350,0,0,0,-200,0,-250,-25,0,-275,-250,-75,0,0,1
"383",0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,-250,0,0,-150,0,0,0,0,-50,0,-50,0,0,-50,-50,0,-25,-75,0,-1250,-25,0,-25,0,-300,0,0,-75,0,-50,0,-25,0,-50,-25,-50,0,-25,-75,-50,-25,0,-25,-25,-25,0,-75,-25,-50,-75,-25,0,-25,-25,-25,-25,-75,-25,-50,-75,-25,-25,0,-25,-25,-25,-25,-75,-25,-50,-75,0,0,0,0,0,0,-275,0,0,0,0,0,1
"384",0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,-150,0,0,-50,0,0,0,0,0,-250,-50,0,0,-300,0,0,0,0,-1250,-50,0,0,-50,0,0,-200,0,0,0,0,0,-25,-75,0,-25,0,0,0,-250,-1500,0,0,-25,-275,0,0,0,0,-350,0,0,0,0,0,-350,0,0,-75,0,0,0,-300,0,0,0,-50,0,-250,-1750,-200,0,0,0,0,0,0,0,0,0,-300,0,0,0,-25,1
"385",0,0,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,0,0,0,0,0,-150,0,-250,0,-300,0,-50,0,-50,0,0,0,0,0,0,0,-200,0,-50,0,-50,0,0,0,0,0,0,0,-250,-275,0,-25,-75,-1500,0,0,-350,0,0,0,-25,0,0,0,0,-350,0,-25,-75,0,0,-50,0,0,-300,0,0,0,0,-25,0,-250,0,0,0,-325,0,0,0,0,0,0,0,0,0,0,-350,-50,1
"386",0,0,0,0,0,0,0,-150,0,0,0,0,-50,0,0,0,0,0,0,-300,0,-50,0,0,-1250,0,0,0,-50,0,0,-200,0,-250,0,0,0,-250,-350,0,0,-350,0,0,-50,-1500,0,-250,0,0,-50,-200,0,0,0,0,-25,0,0,-75,0,-300,0,0,0,-150,-250,0,-25,0,-1750,0,0,0,-25,0,0,0,0,0,0,0,-250,0,-75,-275,-300,0,-350,0,-200,0,-50,-250,0,-150,-25,-250,0,0,1
"387",0,0,0,0,0,0,0,0,-1250,0,0,0,0,-1500,0,0,0,0,0,0,-50,0,0,0,-50,0,0,-150,0,0,0,0,-300,0,-200,0,-50,0,0,0,0,-1750,0,0,-250,-350,0,-50,0,0,0,-250,-50,0,-25,-75,0,0,0,0,-25,0,-25,0,-350,-75,0,0,0,0,-50,0,0,0,0,0,-25,0,-250,0,0,-50,0,-25,0,-50,-275,0,-25,-75,0,-50,-25,-200,0,-25,-25,-25,0,0,1
"388",0,0,0,0,0,-150,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-1500,-50,0,0,0,0,-300,-50,0,0,0,0,0,0,-250,0,0,0,0,0,-200,0,-1750,0,-50,0,-250,0,0,0,0,0,0,0,0,0,-350,-50,0,0,0,0,0,0,0,0,-50,-350,0,0,0,0,-275,0,-2000,0,0,-25,-250,0,0,0,-200,-75,0,0,0,0,0,0,-300,0,0,0,0,-150,-250,0,0,1
"389",0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-1500,0,-150,0,-50,0,0,0,0,0,0,0,0,0,0,-50,0,-1750,0,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,-300,0,0,0,-50,0,0,0,0,-200,0,-2250,0,0,0,0,0,-250,-350,0,0,0,0,0,0,0,-350,0,-250,0,-2500,0,0,-200,0,0,-50,-50,0,0,0,0,0,-300,-150,-250,-25,1
"390",0,0,0,0,0,0,0,0,0,0,0,-1250,0,-50,0,0,0,-150,0,0,-50,0,0,-50,-300,0,0,0,0,-50,0,-50,0,0,0,-200,-250,0,-25,-75,0,0,0,-25,0,0,0,-25,0,-75,0,0,0,-250,-50,0,0,0,0,-25,-275,0,-50,-25,0,0,-50,0,-25,-75,-50,0,0,0,0,0,0,-300,0,0,0,0,0,-325,-350,0,0,0,-1500,0,0,0,0,0,0,0,0,0,-350,0,1
"391",0,0,0,0,0,0,0,0,0,-250,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-275,0,0,-150,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,-325,-1500,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-375,0,0,-50,0,-300,0,0,-50,-50,-1750,0,0,0,0,1
"392",0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,0,-1250,0,0,0,0,-1500,0,0,0,0,0,0,0,-50,0,-50,-300,0,0,0,0,0,0,-250,0,0,0,-50,-50,0,-25,-75,0,-25,0,-25,-75,0,-50,0,0,0,0,-25,-200,0,0,0,0,0,0,-50,-1750,-250,-350,0,-350,0,-250,-200,0,0,0,-25,0,0,0,0,-50,0,-25,-75,0,0,0,-300,-150,-275,0,0,-50,-25,0,0,0,1
"393",0,0,0,0,0,0,0,0,-50,0,0,-150,0,-50,0,0,0,-300,0,0,0,0,0,-50,0,-200,0,0,0,0,0,-50,0,-250,-1250,-50,0,0,-350,0,-25,-250,-75,0,0,0,0,-350,0,-25,0,0,0,0,0,0,-25,-1500,-250,0,-75,0,-200,0,0,0,0,0,-50,0,0,-300,0,-25,0,0,-150,0,0,0,-250,-1750,-50,-275,0,0,-25,0,-250,-50,0,0,0,0,0,0,0,-300,0,-25,1
"394",0,0,-150,0,-300,0,0,0,0,0,0,0,0,-1250,0,0,0,0,-1500,0,0,-50,0,0,0,-200,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,-250,0,-250,0,-50,0,0,0,0,0,-50,0,0,-50,0,0,0,-25,-75,0,0,0,-25,-275,0,0,0,0,0,-350,-25,-75,0,0,0,0,0,-50,-300,0,-25,0,0,-1750,0,0,0,0,-50,-325,0,0,0,0,-25,-50,0,-25,-75,0,1
"395",0,0,0,0,0,-50,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-50,0,0,-150,-1500,0,0,0,-50,0,-300,0,0,0,0,0,-50,0,0,0,-250,-200,0,-50,0,0,0,0,0,0,-1750,-250,0,0,0,0,0,-25,-350,0,-75,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,-275,0,-350,0,-2000,0,0,-250,-25,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,0,0,1
"396",0,0,0,0,0,-150,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-250,0,0,0,-50,0,-300,0,0,0,0,0,-50,0,0,-200,0,-250,-1500,0,-50,0,0,0,-350,0,0,-50,0,0,0,-25,-275,0,-75,0,0,0,0,-25,0,-350,0,0,-25,0,0,-75,0,0,0,0,0,0,-300,-50,0,-250,0,-25,0,0,0,-50,0,0,-1750,-200,-25,0,0,-50,0,-325,0,-25,1
"397",0,0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,-300,0,-200,0,0,0,0,0,0,0,0,0,-250,-50,0,-250,0,0,-350,-1250,0,-50,0,0,0,0,0,-50,-350,0,-250,-200,0,0,0,0,0,-300,-1500,0,0,0,-150,-50,0,0,0,0,0,-1750,0,0,-25,-250,0,0,-75,0,0,0,-250,0,-300,0,0,-350,0,-200,-25,0,0,0,-275,0,0,-25,0,0,-250,-150,0,0,-75,0,0,1
"398",0,0,0,0,0,-150,-50,0,0,0,0,0,0,0,0,-50,0,0,-300,0,0,0,0,0,-50,0,-200,0,0,0,0,-50,-250,0,-350,0,0,-50,-250,0,0,-1250,0,0,0,-350,-25,0,0,0,0,-75,0,0,-25,-250,-1500,0,0,-200,0,0,-25,0,-75,0,0,0,0,0,-50,0,0,0,0,0,-25,-1750,0,-300,0,0,-50,-150,-250,-275,-25,0,0,0,-250,-50,0,-300,0,0,0,0,-350,0,1
"399",0,0,0,0,0,0,0,0,0,0,-150,0,0,0,-50,0,0,0,-1250,0,0,-50,0,0,-50,0,-300,0,0,0,-250,0,0,0,0,0,-1500,-50,-50,0,-25,0,-75,0,0,0,0,0,0,0,0,0,0,0,-25,-275,0,-200,0,0,-25,-75,0,0,-50,0,0,-250,0,-25,0,-50,-25,-50,0,-25,-75,0,-50,0,-25,0,-25,-25,-25,0,-75,-25,-50,-75,-25,0,0,-25,-25,-25,-25,-75,-25,-50,1
"400",0,0,0,0,0,0,-150,0,0,0,-50,0,0,0,0,0,0,0,-300,0,0,-50,0,0,0,0,-200,0,0,0,-50,-1250,0,-250,0,-250,0,-350,0,-50,0,0,0,0,-1500,-50,0,0,0,0,0,0,0,0,-275,0,-25,-75,0,0,0,0,0,0,-1750,-350,0,-250,-200,0,0,0,0,0,0,-25,0,-25,-75,0,-50,0,-25,0,-50,-25,-50,0,-25,-75,-50,-25,0,-25,-25,-25,0,-75,0,0,1
"401",0,0,0,0,0,0,-150,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,0,0,-250,0,0,-300,-50,0,0,0,0,-1500,0,0,0,-200,0,0,0,-50,0,0,0,0,0,0,0,0,0,-275,0,0,0,-50,0,-1750,0,0,0,0,-250,0,-50,0,0,0,0,0,-300,0,0,0,0,0,0,-25,0,0,0,-2000,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2250,1
"402",0,0,-50,0,0,0,0,-150,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,-300,0,-50,0,0,-1250,0,0,-250,0,0,0,-50,-200,0,0,0,-50,0,0,0,0,-250,0,-25,-1500,-75,0,0,-350,0,-350,0,-25,0,0,0,-25,0,0,-75,0,-250,-200,0,0,-275,0,0,0,0,-50,-300,0,0,0,0,-25,0,0,0,0,-300,0,0,-150,0,-50,0,0,0,0,-325,-25,-250,0,0,0,1
"403",0,0,0,0,-150,0,0,0,0,-50,0,0,0,-300,0,-200,0,0,0,0,0,0,-50,0,0,0,0,-250,0,0,-50,0,-50,-50,-1250,0,0,0,-25,-250,0,0,0,0,-350,0,-75,0,0,0,0,0,0,0,0,-1500,0,0,0,-275,0,-25,0,0,0,0,0,0,-350,0,-250,-200,0,-25,-75,0,-50,0,-1750,0,0,0,0,0,0,0,-300,0,0,-25,0,0,-50,-25,-300,-50,0,-25,-75,-50,1
"404",0,0,0,0,-150,0,0,0,-50,0,0,0,0,0,0,0,0,-1250,-300,0,-50,0,0,0,0,0,0,0,-1500,0,0,0,0,-200,0,0,-1750,-50,0,0,-250,-350,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,0,0,-300,-350,0,0,-50,-50,0,0,0,0,0,0,0,-25,-75,0,0,-250,0,-325,0,0,0,-200,0,0,-300,0,-150,0,0,1
"405",0,0,0,0,-150,0,0,0,-50,0,0,0,0,0,0,0,-300,-50,0,0,0,0,0,0,0,-50,-1250,0,-200,0,0,0,0,-50,0,0,0,-250,-50,0,-250,0,0,0,0,0,-25,0,-350,0,-75,0,0,0,-1500,0,-275,0,0,0,0,-25,0,-350,0,0,0,0,-25,0,0,0,0,0,-75,0,0,-250,0,-50,-300,0,0,-200,0,0,-25,0,0,0,-1750,0,0,0,0,-325,-50,0,0,-300,1
"406",0,0,-150,0,-300,0,-200,0,0,0,0,0,0,-50,0,0,0,0,0,0,-250,0,-50,0,0,0,0,0,-250,0,-50,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,-350,0,0,0,-300,-50,0,0,0,0,0,-325,0,0,0,0,0,0,0,0,-1500,0,0,0,0,-350,0,0,0,0,0,-50,0,-25,-75,0,0,0,0,0,-25,0,-25,-75,0,-50,0,-25,1
"407",0,0,0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,-300,0,-50,0,0,0,0,-50,0,0,0,0,-1250,0,0,-250,0,0,0,0,0,0,-1500,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-275,-1750,0,0,-50,-50,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,-75,0,0,-25,0,-300,0,0,0,0,0,-325,0,0,0,-2000,0,-250,0,-25,0,0,0,0,0,0,0,2
"408",0,0,0,0,0,0,0,0,-150,0,-50,0,0,0,-300,0,0,0,-1250,0,0,0,0,0,0,-1500,0,0,0,0,0,0,-200,0,-1750,-50,0,0,0,0,0,0,0,0,0,0,0,-250,-350,0,0,0,-50,0,-250,0,-350,0,0,0,-2000,0,-250,0,0,0,0,0,0,0,0,0,-275,0,-50,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,-300,0,0,0,0,0,-325,0,-300,0,0,2
"409",0,0,-150,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,-300,0,0,0,0,-1250,0,-50,0,-250,0,0,0,0,0,0,0,0,-200,0,0,-1500,0,-50,0,-50,0,0,-50,0,0,0,0,0,-250,-350,0,0,0,-25,0,0,0,-75,-275,-1750,0,-25,0,-25,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,-350,0,-250,0,0,0,0,0,0,0,-75,0,-50,0,0,0,-2000,2
"410",0,0,0,0,-150,0,0,0,0,0,0,0,0,0,0,-300,0,-200,0,-1250,0,0,0,-50,0,0,0,0,0,-250,0,0,0,0,0,-250,0,0,-1500,-50,0,-50,0,0,0,0,0,0,0,-275,0,-50,-350,-50,0,0,0,0,0,0,-1750,0,0,0,0,0,-25,0,0,0,0,0,-350,0,0,0,0,-2000,0,0,0,0,0,-75,0,-300,0,0,-250,0,0,0,-200,0,0,0,-25,0,0,-25,2
"411",0,0,0,0,0,-50,0,0,0,0,0,0,-50,0,0,0,0,0,-50,-150,0,0,-50,0,0,0,0,0,-250,-50,0,-25,-75,0,-300,0,-1250,0,-25,0,-25,0,0,0,0,0,0,0,0,0,-275,-75,0,-50,0,-25,0,-50,0,0,0,-200,0,0,-25,-50,0,0,-250,0,-1500,0,-25,0,0,0,0,-75,-350,0,-350,0,0,-300,0,0,0,0,-50,0,0,0,-250,0,0,0,0,-1750,0,0,2
"412",0,0,0,0,0,0,0,0,-150,0,-50,0,0,0,-300,0,0,0,0,0,-50,0,0,-200,0,0,0,0,-1250,0,0,-250,-50,0,0,0,-250,0,0,-50,0,-350,0,0,-50,0,0,0,0,-25,-75,0,0,0,0,-275,0,0,0,0,0,0,-1500,-350,0,0,0,0,-25,0,-25,-300,0,0,0,0,0,0,-250,-200,0,0,0,0,-325,0,-75,0,-50,0,0,0,0,0,0,-25,0,0,0,0,2
"413",0,0,0,0,0,0,-150,0,0,0,0,0,0,0,0,-1250,0,-300,-50,0,0,0,0,0,0,0,-250,0,0,0,0,-200,0,0,0,-1500,-50,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,-300,0,-250,0,0,0,0,0,0,-1750,0,-50,0,-50,-350,-50,0,-25,0,0,0,0,0,-325,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,-2000,0,2
"414",0,0,-150,0,-300,0,0,0,0,0,0,0,-200,0,0,0,0,-50,0,-50,0,-250,0,-350,0,0,0,-50,0,0,0,0,0,0,-350,0,-250,0,-50,-50,0,-25,-75,0,-25,0,-25,-75,0,-50,0,-25,0,-50,-25,-50,0,-25,-75,-50,-25,0,-25,-25,-25,0,-75,-25,-50,-75,-25,0,-25,-25,-25,-25,-75,-25,-50,-75,-25,-25,-250,-25,-25,-25,-25,-75,-25,-50,-75,0,-1250,0,-200,0,0,0,-1500,0,2
"415",0,0,0,0,0,0,0,0,0,-150,0,-50,0,0,-300,0,0,0,0,0,-200,0,0,-50,0,0,0,0,-1250,-50,0,-250,0,0,0,0,0,-50,0,-350,0,-1500,0,-50,0,-250,0,0,0,0,-25,-350,0,0,-75,0,0,0,-25,-1750,0,0,0,0,-25,0,-250,0,-75,0,0,0,0,-50,0,0,0,0,-25,0,0,0,0,0,-200,0,-50,0,-25,0,-275,0,-2000,0,-50,0,0,0,0,0,2
"416",0,0,0,0,0,0,0,-150,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,-1250,-300,-250,0,-50,0,0,0,0,0,0,0,0,0,0,-1500,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,-1750,0,-200,0,0,-50,0,0,0,0,-50,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,-50,0,0,0,-300,0,0,0,0,0,-325,0,0,0,0,0,0,0,0,0,0,2
"417",0,0,-150,0,0,0,0,0,0,-50,0,-300,0,-200,0,-250,-350,0,0,0,0,0,0,-1250,0,-50,0,-50,0,-50,-50,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,-325,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,-375,0,0,0,-25,-75,0,-25,0,-25,-75,0,-50,0,2
"418",0,0,0,0,0,0,0,-150,0,0,0,-50,0,0,0,0,-50,0,0,0,0,0,-250,0,-50,0,0,0,-1250,0,-50,0,0,0,0,-50,0,-25,0,0,-300,0,-200,0,-250,-350,0,0,0,-75,0,-25,0,-25,-75,0,0,0,-50,0,-1500,-25,0,-350,0,-250,0,0,0,-50,0,0,-25,-50,0,0,-200,0,0,-1750,0,-25,-75,-50,0,-275,0,0,0,-300,0,0,-25,0,-25,-25,0,0,-25,0,2
"419",0,0,0,0,0,0,0,0,-1250,0,0,0,0,-1500,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-1750,-150,0,-300,0,0,0,0,-50,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,-2250,0,0,0,0,0,0,0,0,-250,-50,0,0,-250,0,0,0,0,0,0,0,0,0,-2500,-350,0,0,0,0,0,0,0,0,0,-275,0,0,0,-50,-50,2
"420",0,0,0,0,0,0,0,0,-150,0,0,0,0,0,-50,-300,0,0,0,0,0,-50,-200,0,0,0,0,0,-50,-250,0,-350,0,0,0,-50,-250,-1250,0,0,-50,-350,0,0,0,0,0,0,-25,-250,0,-75,0,0,0,-1500,0,-200,0,-25,0,0,0,0,0,0,0,0,0,-1750,0,-25,-300,0,-75,0,-150,0,0,0,0,0,0,0,-275,0,0,0,-2000,-250,0,-50,0,0,0,0,0,0,0,0,2
"421",0,0,0,0,0,-150,0,0,0,-50,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-50,0,0,0,-250,-1500,0,0,0,-300,0,0,0,0,0,-50,0,0,0,0,0,-275,0,0,0,-50,0,0,0,0,0,-50,0,0,0,0,-1750,0,-25,0,-300,-200,0,0,0,0,-75,0,0,0,0,-325,0,-25,0,0,0,0,0,-25,0,-75,0,0,0,0,0,0,0,-50,-350,0,0,2
"422",0,0,-50,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,-150,0,0,0,0,0,0,0,0,0,-1250,-50,0,-50,-300,0,0,0,0,0,0,0,0,-275,0,0,-50,0,0,0,0,0,0,0,-300,0,0,-50,0,-25,0,-200,0,0,0,-325,0,0,-75,0,-25,0,-25,-75,0,0,0,0,0,0,-50,0,-25,0,-50,-25,-50,0,-25,-75,-50,-25,0,-25,-25,-25,0,-75,0,0,-350,-25,-50,2
"423",0,0,-150,0,-300,0,0,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,0,0,0,0,-250,0,-50,0,0,0,-200,0,0,0,0,0,-50,0,0,0,-1500,-250,0,-50,0,0,0,0,0,0,-275,0,0,0,0,0,0,-50,0,-25,-75,0,0,-350,0,-350,0,0,-300,0,-25,0,0,0,-1750,0,0,0,0,0,-325,0,-250,-200,0,0,0,0,0,0,-25,-75,0,0,0,0,0,0,2
"424",0,0,0,0,0,0,-150,0,-50,0,0,0,-300,0,-50,0,-50,0,0,0,-200,0,-250,0,0,0,-50,-50,0,0,0,-350,0,0,0,0,-25,-75,0,-1250,-350,0,0,-25,0,0,-250,-200,0,-300,0,-250,0,0,0,0,0,-150,0,0,-25,-75,0,-250,-1500,0,0,0,0,0,0,0,0,-50,0,-25,0,0,-275,0,0,-50,-25,-50,0,0,0,-1750,0,-25,0,-250,0,0,-75,0,-300,0,0,0,2
"425",0,0,0,0,-50,0,0,0,0,0,-150,0,0,0,0,0,0,-300,-50,0,0,0,0,0,-250,0,0,0,-1250,0,-50,0,0,-50,-50,0,0,0,0,0,-200,0,0,0,0,-275,0,-250,0,0,0,-350,0,0,0,0,0,-350,0,0,-1500,0,0,-250,0,-200,0,0,0,0,-300,-300,0,0,0,0,-1750,0,-25,0,-75,-150,0,-250,0,0,0,0,0,0,0,0,0,-325,0,0,0,0,0,0,2
